text,label_str,source,priority,label,weight
"no compensation for its news , opinions or distributions .",neutral,allagree,1,1,1.0
The most significant challengers in the market are Logset and Sampo-Rosenlew .,neutral,75agree,2,1,0.7
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",neutral,75agree,2,1,0.7
"The company 's profit totaled Ls 578,100 in H1 2007 , down 30.9 % year-on-year .",negative,allagree,1,0,1.0
"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot .",neutral,allagree,1,1,1.0
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",negative,allagree,1,0,1.0
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",neutral,allagree,1,1,1.0
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",neutral,allagree,1,1,1.0
The business section also includes Ahlstrom 's sustainability report .,neutral,allagree,1,1,1.0
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",positive,75agree,2,2,0.7
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,neutral,allagree,1,1,1.0
"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",positive,75agree,2,2,0.7
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,negative,allagree,1,0,1.0
"Under the plan , which CSES worked out together with Public Policy Management Institute ( PPMI ) and other partners , buildings with a total area of 10,000 square meters should be built on the territory in the first phase .",neutral,75agree,2,1,0.7
"Exports accounted for 65.4 % of net sales , representing an all time record for the company .",positive,75agree,2,2,0.7
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,allagree,1,2,1.0
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,positive,allagree,1,2,1.0
"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks .",neutral,allagree,1,1,1.0
"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights .",neutral,allagree,1,1,1.0
"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players .",neutral,allagree,1,1,1.0
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral,allagree,1,1,1.0
No financial details were disclosed .,neutral,allagree,1,1,1.0
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,neutral,allagree,1,1,1.0
The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,neutral,75agree,2,1,0.7
"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .",negative,allagree,1,0,1.0
"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral,allagree,1,1,1.0
"More than 50,000 tonnes of asphalt mix will be used in the contract .",neutral,allagree,1,1,1.0
"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .",positive,allagree,1,2,1.0
Russia wants to utilise its huge forest reserves in a very different way from what has been done so far .,neutral,75agree,2,1,0.7
"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",neutral,allagree,1,1,1.0
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",negative,allagree,1,0,1.0
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",negative,allagree,1,0,1.0
"The 5,000 megawatt wind farm being planned in Raahe would be built offshore in front of Ruukki 's Raahe Works .",neutral,75agree,2,1,0.7
"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 .",neutral,75agree,2,1,0.7
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",positive,allagree,1,2,1.0
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",neutral,allagree,1,1,1.0
"Kemira , headquartered in Helsinki , Finland , is an international chemicals group comprising the business areas Kemira Pulp & Paper , Kemira Water , Kemira Specialty and Kemira Coatings .",neutral,allagree,1,1,1.0
- Profit before taxes was EUR 105.9 82.7 million .,neutral,allagree,1,1,1.0
The implementation of the deal is subject to the approval by the Finnish Competition Authority .,neutral,75agree,2,1,0.7
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",neutral,allagree,1,1,1.0
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",neutral,75agree,2,1,0.7
"Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business .",neutral,75agree,2,1,0.7
Le Lay succeeds Walter G++nter and will be based in Finland .,neutral,allagree,1,1,1.0
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",positive,allagree,1,2,1.0
The group had an order book of EUR 7.74 mn at the end of 2007 .,neutral,75agree,2,1,0.7
The aim is to achieve EUR 2.5 mn yearly savings .,positive,75agree,2,2,0.7
"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .",neutral,allagree,1,1,1.0
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,neutral,allagree,1,1,1.0
Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,neutral,allagree,1,1,1.0
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",negative,75agree,2,0,0.7
"Before Kemira 's installation NordAlu was producing 3,500 tons of liquid and solid aluminum waste per year .",neutral,allagree,1,1,1.0
"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping .",neutral,75agree,2,1,0.7
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,positive,75agree,2,2,0.7
That would be an increase from estimated sales of 117 million last year .,positive,allagree,1,2,1.0
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,allagree,1,2,1.0
The company does not disclose the sum it applied for .,neutral,allagree,1,1,1.0
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,positive,allagree,1,2,1.0
"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",neutral,75agree,2,1,0.7
"Fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the Warsaw Stock Exchange .",neutral,75agree,2,1,0.7
Finnlines estimated in its annual general meeting that 2008 will be financially a tough year due to large investments .,negative,75agree,2,0,0.7
Operating profit fell to EUR 23.26 mn from EUR 32.86 mn .,negative,allagree,1,0,1.0
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive,allagree,1,2,1.0
Another noticeable thing is that the search for Tata and Airtel brands was mostly related to ` broadband connections ' .,neutral,allagree,1,1,1.0
"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said .",neutral,allagree,1,1,1.0
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,neutral,allagree,1,1,1.0
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,neutral,allagree,1,1,1.0
"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 .",neutral,75agree,2,1,0.7
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",neutral,allagree,1,1,1.0
